RecID,idtruth
C743347,78692
C743348,78692
C743349,78692
B997805,78693
A957290,78694
B907886,78694
C743350,78694
B804564,78695
B949753,78695
C743351,78695
C743352,78695
C743353,78695
A876540,78696
C743354,78696
C743355,78696
A796983,78697
C743356,78697
A738896,78698
C743357,78698
C743358,78698
C743359,78698
A816858,78699
A852481,78699
A882879,78699
A994176,78699
B943952,78699
A768505,78700
B766680,78700
B885716,78700
C743360,78700
C743361,78700
C743362,78700
A792497,78701
A896039,78701
B785874,78701
C743363,78701
A853259,78702
B951687,78702
C743364,78702
C743365,78702
C743366,78702
A834933,78703
B782751,78703
B887256,78703
A815636,78704
B774680,78704
C743367,78704
C743368,78704
A803241,78705
A809593,78705
C743369,78705
C743370,78705
C743371,78705
B868335,78706
B990759,78706
C743372,78706
A941052,78707
A982531,78707
B847199,78707
C743373,78707
C743374,78707
C743375,78707
B819517,78708
C743376,78708
C743377,78708
C743378,78708
C743379,78708
A862261,78709
C743380,78709
A815105,78710
A937123,78710
B909933,78710
B969346,78710
C743381,78710
A754690,78711
A783546,78711
A913737,78711
B841069,78711
C743382,78711
A889045,78712
A849433,78713
B835900,78713
C743383,78713
C743384,78713
C743385,78713
A832174,78714
B777299,78714
B816122,78714
B900125,78714
C743386,78714
C743387,78714
A781770,78715
B814543,78715
B824365,78715
B960293,78715
C743388,78715
B906274,78716
C743389,78716
A802582,78717
B922552,78717
B981789,78717
C743390,78717
C743391,78717
C743392,78717
A751596,78718
A865759,78719
A882231,78719
A934132,78719
C743393,78719
C743394,78719
C743395,78719
B839469,78720
B991204,78720
C743396,78720
C743397,78720
C743398,78720
C743399,78721
C743400,78721
A954063,78722
C743401,78722
C743402,78722
A933130,78723
C743403,78723
A813975,78724
A884147,78724
B766924,78724
C743404,78724
A756037,78725
A901442,78725
B839836,78725
C743405,78725
A805015,78726
C743406,78726
C743407,78726
C743408,78726
C743409,78726
B794975,78727
C743410,78727
C743411,78727
C743412,78727
A853181,78728
C743413,78728
C743414,78728
C743415,78729
A796035,78730
B926691,78730
A900535,78731
B832424,78731
B850506,78731
C743416,78731
C743417,78732
C743418,78732
A760341,78733
A827829,78733
C743419,78733
C743420,78733
C743421,78734
A789583,78735
C743422,78735
C743423,78735
C743424,78735
C743425,78736
C743426,78737
A976555,78738
B886246,78738
B945302,78738
C743427,78738
C743428,78738
B760542,78739
B906980,78739
C743429,78739
C743430,78739
A985489,78740
C743431,78740
A807004,78741
A960103,78741
A984664,78741
B777709,78741
B990116,78741
C743432,78741
A790776,78742
A823128,78742
A841094,78742
C743433,78742
C743434,78742
C743435,78742
A998256,78743
B830409,78744
B884749,78744
C743436,78744
C743437,78744
A843750,78745
C743438,78745
A953161,78746
B950478,78746
C743439,78746
B870023,78747
B921167,78747
B958677,78747
C743440,78747
C743441,78747
A943877,78748
C743442,78748
A961109,78749
A817421,78750
C743443,78750
C743444,78750
C743445,78750
A955330,78751
A985782,78751
B878132,78751
C743446,78751
B919436,78752
B927811,78752
C743447,78752
C743448,78752
C743449,78752
A750756,78753
A987001,78753
B885564,78753
A851717,78754
A913281,78754
B823250,78754
C743450,78754
C743451,78754
A865890,78755
B850880,78755
B971780,78755
A831778,78756
B864709,78756
C743452,78756
B803204,78757
B814264,78757
C743453,78758
B763637,78759
B816293,78759
A742316,78760
A805547,78760
A999030,78760
B947756,78760
C743454,78760
C743455,78760
B797045,78761
B803953,78761
C743456,78761
A930761,78762
B753175,78762
C743457,78762
C743458,78762
C743459,78762
A969148,78763
B893041,78763
B949180,78763
C743460,78763
C743461,78764
A865664,78765
B816453,78765
C743462,78765
C743463,78765
B761060,78766
C743464,78766
A887989,78767
A961691,78767
A932940,78768
B901280,78768
A836135,78769
C743465,78769
C743466,78769
C743467,78769
C743468,78769
A799260,78770
A947362,78770
C743469,78770
A815586,78771
A835989,78771
A967875,78771
B771045,78771
C743470,78771
C743471,78771
A833544,78772
B999857,78772
C743472,78772
B830693,78773
C743473,78773
C743474,78773
C743475,78773
C743476,78773
B783226,78774
C743477,78774
C743478,78774
C743479,78774
C743480,78774
A745655,78775
A828563,78775
A945073,78775
B830096,78775
C743481,78775
C743482,78775
A809001,78776
C743483,78776
C743484,78776
A803789,78777
C743485,78777
C743486,78777
C743487,78778
A831093,78779
B994595,78779
A742929,78780
B760989,78780
B788796,78780
C743488,78780
C743489,78780
C743490,78780
A793131,78781
A923773,78781
B842364,78781
C743491,78781
C743492,78781
C743493,78781
B760901,78782
B793699,78782
B802578,78782
B847224,78782
B966534,78782
C743494,78782
A770951,78783
A852769,78783
B820246,78783
C743495,78783
C743496,78783
C743497,78783
A973914,78784
A998227,78784
B829038,78784
C743498,78784
C743499,78784
C743500,78784
A762897,78785
A808574,78785
A822301,78785
C743501,78785
C743502,78785
A830155,78786
C743503,78786
B972685,78787
B976732,78787
C743504,78787
C743505,78788
C743506,78788
C743507,78788
C743508,78789
B795940,78790
B853795,78790
C743509,78790
C743510,78790
C743511,78791
C743512,78791
B761828,78792
B787113,78792
B809446,78792
C743513,78792
C743514,78792
C743515,78792
A870653,78793
C743516,78793
C743517,78793
C743518,78793
C743519,78793
C743520,78793
A965762,78794
B911578,78794
B913948,78794
B934433,78794
C743521,78794
A993069,78795
B812876,78795
B883080,78795
B886545,78795
B965261,78795
C743522,78795
B776349,78796
A758026,78797
B784714,78797
C743523,78797
C743524,78797
A953172,78798
C743525,78798
C743526,78798
B931127,78799
C743527,78799
A884711,78800
B817237,78800
B919814,78800
B952222,78800
C743528,78800
C743529,78800
A977804,78801
C743530,78801
C743531,78801
C743532,78802
B986566,78803
A811101,78804
B772863,78804
C743533,78804
A797053,78805
A802518,78805
B940668,78805
B856384,78806
B919975,78806
B948604,78806
A802986,78807
A863611,78807
A938437,78807
B993295,78807
A821015,78808
C743534,78808
C743535,78808
C743536,78808
A833234,78809
B890074,78809
B897946,78809
B984911,78809
A884478,78810
B927121,78810
C743537,78811
A747006,78812
A991681,78812
B758580,78812
C743538,78812
C743539,78812
C743540,78812
A856073,78813
A983551,78813
B855350,78813
B863212,78813
B873157,78813
A883966,78814
B964773,78814
C743541,78814
A794979,78815
A931608,78815
B775942,78815
B916422,78815
C743542,78815
A860535,78816
C743543,78816
A832421,78817
B815687,78817
C743544,78817
C743545,78817
C743546,78817
C743547,78817
A811496,78818
A851612,78818
A878770,78818
B792102,78818
C743548,78818
A867272,78819
B806476,78819
C743549,78819
C743550,78819
B817505,78820
B828363,78820
B963734,78820
C743551,78820
C743552,78820
B795089,78821
A771394,78822
B773918,78822
B874207,78822
A902983,78823
A961945,78823
A967270,78823
B761461,78823
B988560,78823
C743553,78823
A915536,78824
B881419,78825
A790750,78826
A899633,78826
B868340,78826
C743554,78826
C743555,78826
A744400,78827
A884067,78827
B909294,78827
C743556,78827
C743557,78827
A760357,78828
C743558,78828
C743559,78829
C743560,78829
C743561,78829
C743562,78829
B762399,78830
C743563,78830
A932824,78831
A990176,78831
B771638,78831
B935093,78831
C743564,78831
A906306,78832
B817549,78832
B874767,78832
C743565,78832
C743566,78832
C743567,78832
A959156,78833
B767731,78833
C743568,78833
C743569,78833
C743570,78833
C743571,78833
A957204,78834
B769447,78834
A756035,78835
B786335,78835
B891616,78835
C743572,78835
C743573,78835
A736829,78836
A822403,78836
A870347,78836
A897693,78836
A828277,78837
B934646,78837
B942626,78837
A780996,78838
B972647,78838
C743574,78838
B868852,78839
C743575,78839
C743576,78839
C743577,78839
C743578,78839
C743579,78839
A738369,78840
A978057,78840
B863985,78840
B901878,78840
B940487,78840
C743580,78840
A753094,78841
A753743,78841
C743581,78841
C743582,78841
C743583,78842
A879770,78843
B960426,78844
C743584,78844
C743585,78844
C743586,78844
A957200,78845
C743587,78845
A969248,78846
B854046,78846
A810638,78847
A884758,78847
A958744,78847
C743588,78847
A786331,78848
B794575,78848
B861143,78848
C743589,78848
C743590,78848
A810688,78849
B859233,78849
C743591,78849
C743592,78849
A741447,78850
A763915,78850
A804454,78850
A830329,78850
B789569,78850
C743593,78850
B856418,78851
C743594,78851
A823649,78852
B960542,78852
A736447,78853
A856508,78853
A961795,78853
B852054,78853
B779644,78854
C743595,78854
C743596,78854
A937385,78855
B876598,78855
C743597,78855
C743598,78855
A930143,78856
B763907,78856
B802139,78856
C743599,78856
C743600,78857
A838791,78858
C743601,78858
B933964,78859
A958411,78860
B866705,78860
B876063,78860
A860545,78861
A977193,78861
B814959,78861
B868467,78861
C743602,78861
A740808,78862
A891813,78862
B783663,78862
C743603,78862
C743604,78862
C743605,78862
B967076,78863
B967998,78863
C743606,78863
C743607,78863
C743608,78863
C743609,78863
A933548,78864
A938534,78864
C743610,78864
B758002,78865
B781758,78865
A920482,78866
C743611,78866
A802331,78867
A846576,78867
B944072,78867
C743612,78867
C743613,78867
B931555,78868
A975595,78869
A810891,78870
A864237,78870
A881519,78870
A929817,78870
C743614,78870
C743615,78870
A757051,78871
A837514,78871
A951474,78871
B758282,78871
C743616,78871
C743617,78871
B766306,78872
B935176,78872
C743618,78872
A811754,78873
C743619,78873
A745936,78874
C743620,78874
A898699,78875
C743621,78876
A971245,78877
B752091,78877
B758210,78877
A735526,78878
A906585,78878
B912590,78878
B988741,78878
C743622,78878
C743623,78878
A927910,78879
A979838,78879
B932365,78879
B941056,78879
C743624,78879
A815204,78880
A832257,78880
B949850,78880
B848373,78881
B866596,78881
B980950,78881
C743625,78881
A936788,78882
B782495,78882
B988666,78882
C743626,78882
C743627,78882
C743628,78882
A763505,78883
A963123,78883
B767873,78883
B802470,78883
C743629,78883
C743630,78883
A890917,78884
A927035,78884
C743631,78884
A755548,78885
A911678,78885
A950784,78885
B831266,78885
C743632,78885
B775315,78886
A889396,78887
A883023,78888
A923307,78888
B964628,78888
B883016,78889
B942117,78889
C743633,78889
C743634,78889
C743635,78889
C743636,78889
A934584,78890
B848364,78890
B866277,78890
B879237,78890
C743637,78890
A766303,78891
A882734,78891
B968978,78891
A786626,78892
A892734,78892
B925040,78892
B947761,78892
C743638,78892
A840932,78893
C743639,78893
A773916,78894
A887439,78894
C743640,78894
C743641,78894
C743642,78894
A738123,78895
B851012,78895
C743643,78895
C743644,78895
C743645,78895
B821644,78896
C743646,78896
C743647,78896
B884023,78897
B888909,78897
B997409,78897
C743648,78897
C743649,78897
A934489,78898
B836884,78898
B992237,78898
C743650,78898
C743651,78898
C743652,78898
B971648,78899
A832697,78900
A993277,78900
C743653,78900
B933702,78901
C743654,78901
A762368,78902
A767430,78902
A789393,78902
A859046,78902
B830122,78902
A815519,78903
B973758,78903
C743655,78903
C743656,78903
C743657,78904
C743658,78904
A915619,78905
B952775,78905
C743659,78905
C743660,78905
A833184,78906
B815965,78906
C743661,78906
C743662,78906
C743663,78906
A874005,78907
A976439,78907
B950870,78907
B965128,78907
C743664,78907
A799328,78908
A873505,78908
A889006,78908
A969516,78908
B915118,78908
A776849,78909
B813660,78909
B867958,78909
B947241,78909
C743665,78909
A817693,78910
C743666,78910
C743667,78910
C743668,78910
B923834,78911
A751431,78912
A836832,78912
A977071,78912
C743669,78912
C743670,78912
C743671,78912
A894122,78913
B985222,78913
B999460,78913
B753446,78914
A904649,78915
A914868,78915
B793283,78915
B876768,78915
C743672,78915
C743673,78916
C743674,78916
C743675,78916
A951910,78917
B772481,78917
C743676,78918
A784444,78919
A877439,78919
B893370,78919
C743677,78919
A875284,78920
B756984,78920
C743678,78920
C743679,78920
C743680,78920
C743681,78920
A819738,78921
B827143,78922
B976235,78922
B901195,78923
A795981,78924
A873529,78924
B752022,78924
B842630,78924
C743682,78924
C743683,78924
A948855,78925
A963974,78926
A929813,78927
C743684,78927
C743685,78927
A910639,78928
B827011,78928
B952784,78928
B998794,78928
C743686,78928
C743687,78928
C743688,78929
C743689,78929
A837434,78930
A842173,78930
A888623,78930
B910624,78930
C743690,78930
B891469,78931
B940649,78931
C743691,78931
C743692,78931
B941031,78932
C743693,78932
B775002,78933
C743694,78933
C743695,78933
C743696,78933
B930091,78934
B980543,78934
C743697,78934
A752442,78935
A988877,78935
C743698,78935
C743699,78935
C743700,78936
C743701,78936
A835743,78937
A987409,78937
C743702,78937
A789607,78938
B777289,78938
B992856,78938
B994011,78938
C743703,78938
C743704,78938
A835113,78939
B844009,78939
C743705,78939
A734670,78940
A795726,78940
C743706,78940
C743707,78940
C743708,78940
C743709,78940
A943426,78941
B782448,78941
C743710,78941
A842872,78942
A869358,78942
B862460,78942
B908176,78942
B957344,78942
C743711,78942
C743712,78943
A840025,78944
C743713,78944
C743714,78944
A928690,78945
C743715,78945
C743716,78945
A831106,78946
C743717,78946
C743718,78946
C743719,78946
B829231,78947
B948699,78947
C743720,78947
C743721,78947
A819755,78948
A835344,78948
A999998,78948
B971018,78948
B979734,78948
C743722,78948
A846088,78949
A949564,78949
B891786,78949
C743723,78949
C743724,78949
C743725,78949
A833351,78950
A905704,78950
C743726,78950
C743727,78950
A782001,78951
A793445,78951
A804956,78951
A974150,78951
C743728,78951
C743729,78951
A810876,78952
A963443,78952
B963081,78952
A885218,78953
A942596,78953
B765207,78954
B970816,78954
A814625,78955
C743730,78955
C743731,78955
B921098,78956
A841933,78957
B949570,78958
C743732,78958
C743733,78958
C743734,78958
A900323,78959
B801082,78959
B812691,78959
B950381,78959
C743735,78959
B977831,78960
A970648,78961
C743736,78961
C743737,78961
C743738,78961
B838481,78962
A822735,78963
A904088,78963
B988398,78963
C743739,78963
C743740,78963
A963929,78964
C743741,78964
C743742,78964
B796064,78965
B867710,78965
C743743,78966
A792777,78967
C743744,78967
C743745,78967
A808428,78968
B910985,78968
C743746,78968
C743747,78968
A761747,78969
A808589,78969
B816349,78969
B880225,78969
C743748,78969
C743749,78969
A929818,78970
A956819,78970
A957894,78970
A918918,78971
B845792,78971
C743750,78971
C743751,78971
B819150,78972
B869286,78972
B892866,78972
A914443,78973
A917259,78973
B833749,78973
B950802,78973
C743752,78973
C743753,78973
A904169,78974
C743754,78974
C743755,78974
A734911,78975
B891573,78975
C743756,78975
A974778,78976
B757551,78976
C743757,78976
C743758,78976
C743759,78976
C743760,78976
A886018,78977
C743761,78977
C743762,78977
C743763,78977
B864018,78978
A870631,78979
C743764,78979
A803887,78980
A977153,78980
B875084,78981
C743765,78981
A779907,78982
A880640,78982
A893830,78982
B853099,78982
B930513,78982
C743766,78982
A813813,78983
B802514,78984
B826515,78984
B913802,78984
C743767,78984
C743768,78984
B932857,78985
A752189,78986
B810331,78986
B824319,78986
B835807,78986
B972171,78986
C743769,78986
B822676,78987
B861010,78987
B885888,78987
C743770,78987
C743771,78987
C743772,78987
A885223,78988
A983336,78988
A996798,78988
B829011,78988
B872974,78988
B937139,78988
A973058,78989
B853667,78989
A739391,78990
A792244,78990
C743773,78990
B878751,78991
C743774,78991
C743775,78991
A847875,78992
B910189,78993
A828814,78994
B871573,78994
B937483,78994
C743776,78994
C743777,78994
C743778,78995
A738205,78996
B769919,78996
B960510,78996
C743779,78996
B902129,78997
C743780,78997
C743781,78997
C743782,78997
A819715,78998
A950588,78998
B803792,78998
B837741,78998
B905687,78998
C743783,78998
A787721,78999
B796799,78999
B992869,78999
C743784,78999
C743785,78999
C743786,78999
C743787,79000
C743788,79000
B973672,79001
C743789,79001
A742170,79002
B883640,79002
C743790,79002
C743791,79002
C743792,79002
B905694,79003
B937281,79003
C743793,79003
A833424,79004
A907717,79004
A917445,79004
B990113,79004
C743794,79004
C743795,79004
B831042,79005
C743796,79005
B882524,79006
B908364,79006
B889107,79007
B912944,79007
C743797,79007
C743798,79007
C743799,79007
A804664,79008
A813821,79008
A877318,79008
B943909,79008
C743800,79008
C743801,79008
A767929,79009
A821898,79009
A886908,79009
B832753,79009
B897508,79009
B916324,79010
C743802,79010
B785494,79011
B930781,79011
C743803,79011
A786889,79012
A910133,79012
A973795,79012
B759110,79012
B882603,79013
A850804,79014
C743804,79014
A835269,79015
A825166,79016
A909313,79016
B773512,79016
A895085,79017
A919607,79017
C743805,79017
C743806,79017
A826614,79018
A901368,79018
B903642,79018
B908079,79018
A771669,79019
A938077,79019
B974149,79019
C743807,79019
A839862,79020
A921914,79020
B797215,79021
C743808,79021
C743809,79021
A970048,79022
B963312,79022
A755866,79023
A820625,79023
C743810,79023
A895383,79024
B835340,79024
C743811,79024
C743812,79024
C743813,79024
C743814,79025
C743815,79025
C743816,79026
A794997,79027
B880052,79027
C743817,79028
A844045,79029
A743601,79030
C743818,79030
C743819,79030
C743820,79031
C743821,79031
C743822,79031
C743823,79031
B887974,79032
C743824,79032
A798863,79033
A800596,79033
A822457,79033
B860937,79033
C743825,79033
C743826,79033
B930365,79034
A740635,79035
A748093,79035
B756261,79035
B873140,79035
C743827,79035
C743828,79036
A823336,79037
C743829,79037
B757218,79038
B833147,79038
C743830,79038
C743831,79038
A970801,79039
B984802,79040
C743832,79040
C743833,79040
C743834,79040
A942784,79041
C743835,79041
A746336,79042
B869630,79042
B988253,79042
C743836,79042
B874191,79043
B910579,79043
C743837,79043
C743838,79043
C743839,79044
A774273,79045
A975656,79045
C743840,79045
A996859,79046
B798727,79046
B922304,79046
C743841,79046
C743842,79046
C743843,79046
A804226,79047
A844857,79047
A850538,79047
B964590,79047
C743844,79048
A782823,79049
A997860,79049
C743845,79049
A767821,79050
C743846,79050
C743847,79050
C743848,79050
C743849,79050
A826228,79051
A905932,79051
B782384,79051
B940215,79051
B878758,79052
B996828,79052
C743850,79052
C743851,79052
B804013,79053
B858176,79053
B952806,79053
B986291,79053
A930371,79054
A936241,79054
A780656,79055
A797993,79055
A845937,79055
C743852,79055
C743853,79055
A778569,79056
B784156,79056
C743854,79056
C743855,79056
A950768,79057
B817980,79057
C743856,79057
C743857,79057
A924525,79058
C743858,79058
C743859,79058
A813012,79059
A917511,79059
B941139,79059
C743860,79059
C743861,79059
C743862,79059
A833709,79060
B801217,79060
C743863,79060
C743864,79060
C743865,79060
A850359,79061
A883769,79061
A843430,79062
B791480,79062
B859637,79062
B918725,79062
C743866,79062
A999791,79063
B864397,79063
C743867,79063
A785480,79064
A820026,79064
C743868,79064
C743869,79064
C743870,79064
C743871,79064
A762314,79065
A763490,79065
A778634,79065
A836020,79065
B767976,79065
B799736,79065
A836637,79066
A910814,79066
C743872,79067
C743873,79068
B757709,79069
B981289,79069
C743874,79069
C743875,79069
C743876,79069
B816146,79070
C743877,79070
C743878,79070
A771573,79071
B954489,79071
C743879,79071
C743880,79071
C743881,79072
B894327,79073
C743882,79073
B780504,79074
B837334,79075
C743883,79075
C743884,79075
A783155,79076
B942696,79076
C743885,79076
B777165,79077
B814711,79077
B990662,79078
A775665,79079
C743886,79079
C743887,79079
C743888,79079
A794862,79080
A885981,79080
A955299,79080
B797111,79080
B897930,79080
B970495,79080
A971443,79081
B787110,79082
B766741,79083
C743889,79083
C743890,79083
A970651,79084
B924288,79084
B947386,79084
C743891,79084
A757234,79085
A883954,79085
A974489,79085
C743892,79085
C743893,79085
B871282,79086
B876700,79086
C743894,79086
C743895,79086
A896623,79087
B823481,79087
B981332,79087
C743896,79087
C743897,79087
A913949,79088
C743898,79088
C743899,79088
B884364,79089
C743900,79089
A782671,79090
A958621,79091
C743901,79091
C743902,79091
A828679,79092
A906026,79092
A976339,79092
B940038,79092
B979714,79092
C743903,79092
C743904,79093
A916978,79094
C743905,79094
C743906,79094
B969415,79095
C743907,79095
C743908,79095
A880728,79096
B801829,79096
C743909,79096
A760309,79097
A836111,79097
B828958,79097
A774111,79098
A776087,79099
A825298,79099
A977851,79099
C743910,79099
C743911,79099
C743912,79099
A739721,79100
A804580,79100
A985420,79100
B810963,79100
B992171,79100
C743913,79100
A884580,79101
C743914,79101
B823062,79102
B894458,79102
C743915,79102
C743916,79102
C743917,79102
A769482,79103
A888838,79103
A889211,79103
B810871,79103
B958372,79103
C743918,79103
A760444,79104
A935248,79104
C743919,79104
C743920,79104
A867408,79105
C743921,79105
A834555,79106
A857710,79106
A941260,79107
B910428,79107
B969462,79107
C743922,79107
A815741,79108
A737012,79109
A772918,79110
A867138,79110
C743923,79110
C743924,79110
B774933,79111
A763476,79112
C743925,79112
C743926,79112
C743927,79112
A925452,79113
B935887,79113
B843581,79114
B851705,79114
B921947,79114
C743928,79114
C743929,79114
C743930,79115
C743931,79115
C743932,79115
C743933,79115
A734648,79116
A786978,79116
B915530,79117
B956148,79117
B753989,79118
B872548,79118
C743934,79118
C743935,79118
C743936,79118
A806657,79119
A905419,79119
B897164,79119
C743937,79119
C743938,79119
B912124,79120
B755452,79121
C743939,79121
A754389,79122
C743940,79122
C743941,79122
C743942,79122
C743943,79122
C743944,79122
A927029,79123
C743945,79123
B900523,79124
C743946,79124
A891260,79125
A899622,79125
B867483,79125
C743947,79125
A877436,79126
B864296,79126
B953260,79126
C743948,79126
C743949,79126
C743950,79126
A908675,79127
C743951,79127
C743952,79127
A991716,79128
B987259,79128
C743953,79128
C743954,79128
C743955,79128
C743956,79128
B898447,79129
B904008,79129
B992945,79129
C743957,79129
C743958,79129
A899735,79130
C743959,79130
C743960,79130
B921430,79131
C743961,79131
C743962,79131
A748322,79132
A824788,79132
B979499,79132
C743963,79132
B788818,79133
C743964,79134
B917156,79135
A919596,79136
A930821,79136
B828414,79136
B997871,79136
C743965,79136
A779340,79137
A852028,79137
A937610,79137
B806553,79137
B956772,79137
B839271,79138
B980002,79138
C743966,79138
C743967,79138
A783725,79139
A934785,79139
A968231,79139
C743968,79139
C743969,79139
B839534,79140
B965813,79140
B992546,79140
C743970,79140
C743971,79140
C743972,79140
A823480,79141
A984076,79141
B841106,79141
B858410,79141
B866925,79141
C743973,79141
A890337,79142
B894659,79142
B900716,79142
C743974,79142
C743975,79142
A762085,79143
A989772,79144
B844393,79144
B858038,79144
A772023,79145
B981669,79145
C743976,79145
C743977,79145
C743978,79145
C743979,79146
A743353,79147
A818177,79147
B775913,79147
C743980,79147
C743981,79147
C743982,79147
A757806,79148
B795943,79148
B945580,79148
C743983,79149
C743984,79149
A735467,79150
C743985,79150
C743986,79150
C743987,79150
B777788,79151
C743988,79151
C743989,79151
C743990,79151
A860227,79152
A971972,79152
B899100,79152
C743991,79152
A960690,79153
B830379,79153
C743992,79153
C743993,79153
A952213,79154
B755176,79154
C743994,79154
A999194,79155
B940935,79155
C743995,79155
C743996,79155
A909764,79156
B766566,79156
B822271,79156
C743997,79156
C743998,79156
C743999,79156
A797482,79157
B762338,79157
C744000,79157
C744001,79157
C744002,79158
A808669,79159
C744003,79159
A906967,79160
B815473,79160
C744004,79160
C744005,79160
B845153,79161
B984477,79161
A784735,79162
B802536,79162
B811533,79162
B946212,79162
C744006,79162
C744007,79162
A766279,79163
C744008,79163
C744009,79163
A775332,79164
A957227,79165
C744010,79165
C744011,79165
C744012,79165
C744013,79165
A907188,79166
C744014,79166
A967805,79167
B815711,79167
C744015,79167
C744016,79167
A781854,79168
B913749,79168
C744017,79168
C744018,79168
C744019,79168
C744020,79168
A889135,79169
B809482,79169
B924621,79169
A735114,79170
A846788,79170
A940908,79170
B810478,79170
C744021,79170
C744022,79170
A906963,79171
B770140,79171
B810663,79171
B851798,79171
B921613,79171
C744023,79171
A788980,79172
A977120,79172
B796846,79172
C744024,79172
C744025,79172
C744026,79172
A761375,79173
C744027,79173
A851894,79174
A875098,79174
B969504,79174
C744028,79174
C744029,79174
C744030,79174
A934283,79175
A990158,79175
B887972,79175
B952668,79175
C744031,79175
C744032,79175
A833464,79176
C744033,79176
C744034,79176
A984453,79177
B887110,79177
C744035,79177
C744036,79177
C744037,79177
A836396,79178
A994069,79178
B910634,79178
C744038,79178
C744039,79178
A993123,79179
B801247,79179
C744040,79179
C744041,79179
A751219,79180
A878237,79180
C744042,79180
C744043,79180
C744044,79180
C744045,79180
A748340,79181
B874960,79181
B901041,79181
B927794,79181
C744046,79181
C744047,79181
A780160,79182
A792717,79182
A995376,79183
B818429,79183
B989346,79183
C744048,79183
C744049,79184
A884000,79185
C744050,79185
C744051,79185
C744052,79185
A766344,79186
C744053,79186
B760089,79187
B864714,79187
C744054,79187
A759330,79188
A925531,79188
A985844,79188
B766088,79188
C744055,79188
A841090,79189
A851617,79189
A925921,79189
B753496,79189
C744056,79189
C744057,79189
A767898,79190
A893294,79190
B760132,79190
B803724,79190
C744058,79190
C744059,79191
A760281,79192
A873046,79192
B939423,79192
C744060,79192
A777177,79193
A883523,79193
B839166,79193
B914515,79193
B922647,79193
A980641,79194
B915960,79194
B917586,79194
C744061,79194
C744062,79194
A754874,79195
C744063,79195
C744064,79195
A777063,79196
A856429,79196
B841548,79196
B978502,79196
C744065,79196
C744066,79196
A830199,79197
B999187,79197
C744067,79197
C744068,79197
A736906,79198
A801226,79198
A889058,79198
C744069,79198
C744070,79199
C744071,79199
C744072,79199
B864192,79200
B896475,79200
B951275,79200
B989882,79200
C744073,79200
C744074,79200
A870335,79201
A934032,79201
B816262,79201
B861468,79201
B986355,79201
C744075,79201
C744076,79202
A896549,79203
B920719,79203
C744077,79203
A780145,79204
C744078,79204
C744079,79204
C744080,79204
C744081,79204
A778341,79205
A842273,79205
B974179,79205
C744082,79205
B824150,79206
B939362,79206
C744083,79206
C744084,79207
A750133,79208
C744085,79208
C744086,79208
A911069,79209
B798894,79209
B975859,79209
C744087,79209
A942460,79210
B822687,79210
C744088,79211
A746445,79212
A758583,79212
B834202,79212
C744089,79212
C744090,79212
C744091,79212
A865165,79213
A954122,79213
B943819,79213
C744092,79213
C744093,79213
C744094,79213
C744095,79214
A780306,79215
C744096,79215
C744097,79215
C744098,79215
C744099,79216
C744100,79216
C744101,79216
C744102,79216
A740417,79217
C744103,79217
C744104,79217
C744105,79217
C744106,79217
A882186,79218
A887728,79218
C744107,79218
C744108,79218
C744109,79218
A808289,79219
A940867,79219
C744110,79219
A949187,79220
B851209,79220
B969515,79220
C744111,79220
C744112,79220
C744113,79220
A767490,79221
A939273,79221
B863528,79221
C744114,79221
C744115,79221
C744116,79221
A838653,79222
A915599,79222
C744117,79222
C744118,79222
C744119,79222
A800425,79223
B959522,79223
C744120,79223
C744121,79223
C744122,79223
C744123,79223
C744124,79224
C744125,79224
A779063,79225
B892828,79226
C744126,79226
C744127,79226
B787190,79227
C744128,79227
B819807,79228
A759680,79229
B817160,79229
B891563,79229
B989977,79229
C744129,79229
A894068,79230
C744130,79231
A823478,79232
B829728,79232
C744131,79232
C744132,79232
C744133,79232
C744134,79232
A756313,79233
B915070,79233
B979914,79233
C744135,79233
C744136,79233
C744137,79234
C744138,79235
A852952,79236
A929399,79236
C744139,79236
C744140,79236
C744141,79236
C744142,79237
C744143,79237
C744144,79237
A894828,79238
B767283,79238
C744145,79238
C744146,79238
A734303,79239
B907413,79239
C744147,79239
C744148,79239
A912064,79240
A817879,79241
C744149,79241
C744150,79241
A765390,79242
B882734,79243
C744151,79243
C744152,79243
A746342,79244
B760602,79244
B811948,79244
C744153,79244
B864769,79245
B973509,79245
C744154,79245
C744155,79245
C744156,79245
C744157,79245
B790575,79246
C744158,79246
B969364,79247
C744159,79247
C744160,79247
C744161,79247
C744162,79247
A894893,79248
A970455,79248
B887635,79248
B890908,79248
C744163,79248
A912497,79249
B767863,79249
C744164,79249
C744165,79249
C744166,79249
C744167,79249
B971718,79250
C744168,79251
A846834,79252
A899453,79252
B941857,79252
C744169,79252
B771947,79253
B985504,79253
C744170,79253
A739999,79254
A893761,79254
B863868,79254
B906281,79254
C744171,79254
C744172,79254
C744173,79255
C744174,79255
C744175,79255
B754629,79256
B946098,79256
C744176,79256
A752135,79257
C744177,79257
A797431,79258
B961379,79258
C744178,79258
C744179,79258
C744180,79258
C744181,79258
A962456,79259
C744182,79259
C744183,79259
C744184,79259
C744185,79259
B838607,79260
B901068,79260
B997692,79260
C744186,79260
C744187,79260
A736619,79261
A820584,79261
A837201,79261
A759676,79262
A827065,79262
